t 0.02, x 0, y -0.08726642, z 49.99992, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.29574, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.299721, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.303681, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.307628, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.311723, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.315738, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.319696, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.323443, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.327718, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.331724, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.335778, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.339628, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.34375, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.347691, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.35171, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.355536, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.359704, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.363633, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.367754, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.372159, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.375655, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.379797, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.383648, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.387685, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.391667, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.395735, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.399684, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.403743, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.407594, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.411742, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.415738, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.419713, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.423613, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.427731, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.431493, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.435504, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.439655, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.443719, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.447703, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.451727, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.455415, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.459756, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.463765, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.467669, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.472172, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.47565, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.479719, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.483692, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.491759, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.499537, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.503816, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.507683, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.511789, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.515853, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.519714, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.523531, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.527775, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.531651, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.535694, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.539642, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.543696, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.54772, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.551768, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.55545, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.559782, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.563749, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.567681, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.572166, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.575613, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.57975, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.583674, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.587725, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.591679, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.5957, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.599757, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.603709, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.608395, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.611573, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.615728, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.619668, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.623695, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.627662, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.631728, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.635761, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.639715, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.643697, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.647711, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.651557, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.655598, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.659667, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.663654, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.667768, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.672362, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.679907, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.690766, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.69582, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.699841, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.703878, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.707903, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.711662, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.715636, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.719701, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.723698, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.727689, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.731666, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.735661, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.739631, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.743752, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.747987, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.751717, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.755428, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.759652, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.763731, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.767717, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.771968, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.775617, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.779721, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.783691, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.787654, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.791529, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.795458, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.799758, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.803745, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.807658, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.811799, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.815775, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.819654, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.823635, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.827652, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.831661, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.83584, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.839933, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.843633, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.847678, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.85173, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.855456, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.859746, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.864062, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.867769, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.872243, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.875787, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.879621, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.883669, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.887686, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.891617, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.895645, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.899894, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.903987, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.907532, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.911671, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.915655, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.919666, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.923862, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.927768, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.931922, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.93582, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.939705, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.943688, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.947877, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.95167, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.955592, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.959634, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.963685, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.967717, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.972007, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.975731, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.979668, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.983672, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.98772, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.991639, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.995855, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 2.999702, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.003656, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.007667, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.011693, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.015689, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.019688, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.023656, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.027648, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.031674, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.035656, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.039628, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.043682, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.047649, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.051567, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.055528, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.05969, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.063615, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.067679, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.071856, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.075819, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.079704, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.083736, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.087712, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.091707, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.095653, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.099795, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.103811, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.107821, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.111561, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.115752, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.119764, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.123483, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.131801, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.141246, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.148467, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.151693, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.155612, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.159552, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.163445, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.167542, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.172079, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.175539, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.179687, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.183673, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.187566, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.191514, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.195742, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.199751, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.203667, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.207548, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.21178, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.215667, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.219707, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.223754, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.227601, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.231493, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.235809, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.239682, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.243686, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.247517, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.251785, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.255554, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.259687, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.2637, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.26774, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.271684, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.275637, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.279463, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.283691, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.287729, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.291587, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.295724, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.299804, x 27.9064, y -34.60715, z 22.88182, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
