t 0, x 0, y 0, z 50, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.765466, x -7.850703, y 15.40935, z 46.91395, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.769637, x -7.751052, y 15.74104, z 46.8203, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.773663, x -7.751052, y 15.74104, z 46.8203, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.777761, x -7.751052, y 15.74104, z 46.8203, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.78142, x -7.696694, y 15.98931, z 46.74508, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.785498, x -7.696694, y 15.98931, z 46.74508, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.789374, x -7.696694, y 15.98931, z 46.74508, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.793637, x -7.558534, y 16.27841, z 46.66778, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.797471, x -7.558534, y 16.27841, z 46.66778, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.801445, x -7.377627, y 16.60806, z 46.5805, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.805473, x -7.377627, y 16.60806, z 46.5805, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.809311, x -7.377627, y 16.60806, z 46.5805, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.813365, x -7.158745, y 16.89583, z 46.51111, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.817609, x -7.158745, y 16.89583, z 46.51111, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.82135, x -7.158745, y 16.89583, z 46.51111, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.825699, x -6.946974, y 17.06, z 46.48329, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.829427, x -6.946974, y 17.06, z 46.48329, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.83357, x -6.946974, y 17.06, z 46.48329, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.837725, x -6.735502, y 17.22395, z 46.45394, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.841421, x -6.735502, y 17.22395, z 46.45394, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.845371, x -6.524337, y 17.3877, z 46.42307, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.849614, x -6.313493, y 17.55123, z 46.39067, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.853549, x -6.313493, y 17.55123, z 46.39067, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.857562, x -6.107009, y 17.63292, z 46.38733, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.861475, x -6.107009, y 17.63292, z 46.38733, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.865444, x -6.107009, y 17.63292, z 46.38733, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.86964, x -5.898702, y 17.75535, z 46.36758, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.87352, x -5.898702, y 17.75535, z 46.36758, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.877634, x -5.898702, y 17.75535, z 46.36758, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.881634, x -5.650198, y 17.87766, z 46.35153, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.885394, x -5.650198, y 17.87766, z 46.35153, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.889614, x -5.650198, y 17.87766, z 46.35153, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.89368, x -5.526981, y 17.9184, z 46.35066, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.897488, x -5.526981, y 17.9184, z 46.35066, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.901372, x -5.526981, y 17.9184, z 46.35066, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.90558, x -5.115396, y 18.08123, z 46.33467, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.909497, x -5.115396, y 18.08123, z 46.33467, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.913295, x -4.786915, y 18.20321, z 46.32201, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.917544, x -4.458829, y 18.32506, z 46.30671, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.921252, x -4.458829, y 18.32506, z 46.30671, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.92562, x -4.132591, y 18.40623, z 46.30478, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.929592, x -4.132591, y 18.40623, z 46.30478, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.93356, x -4.132591, y 18.40623, z 46.30478, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.937778, x -3.845653, y 18.52787, z 46.28098, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.941443, x -3.845653, y 18.52787, z 46.28098, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.945292, x -3.845653, y 18.52787, z 46.28098, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.949435, x -3.641136, y 18.6089, z 46.26501, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.95336, x -3.641136, y 18.6089, z 46.26501, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.957638, x -3.641136, y 18.6089, z 46.26501, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.961708, x -3.353731, y 18.77078, z 46.22132, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.965586, x -3.353731, y 18.77078, z 46.22132, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.969392, x -3.353731, y 18.77078, z 46.22132, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.973621, x -3.069144, y 18.85164, z 46.20818, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.977715, x -3.069144, y 18.85164, z 46.20818, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.981734, x -2.78384, y 18.97281, z 46.17665, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.985593, x -2.78384, y 18.97281, z 46.17665, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.989336, x -2.78384, y 18.97281, z 46.17665, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.99351, x -2.500817, y 19.01317, z 46.17624, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 3.99753, x -2.500817, y 19.01317, z 46.17624, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.00131, x -2.500817, y 19.01317, z 46.17624, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.005565, x -2.297658, y 19.09385, z 46.1535, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.009465, x -2.297658, y 19.09385, z 46.1535, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.013393, x -2.297658, y 19.09385, z 46.1535, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.017614, x -2.055226, y 19.13417, z 46.14824, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.021272, x -2.055226, y 19.13417, z 46.14824, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.025351, x -2.055226, y 19.13417, z 46.14824, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.029535, x -1.852505, y 19.21477, z 46.12332, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.033476, x -1.852505, y 19.21477, z 46.12332, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.037514, x -1.731118, y 19.25504, z 46.11124, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.041483, x -1.609806, y 19.2953, z 46.0988, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.045373, x -1.609806, y 19.2953, z 46.0988, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.049407, x -1.448352, y 19.33555, z 46.0873, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.053335, x -1.448352, y 19.33555, z 46.0873, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.057442, x -1.448352, y 19.33555, z 46.0873, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.061773, x -1.367913, y 19.33555, z 46.08975, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.065378, x -1.367913, y 19.33555, z 46.08975, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.069578, x -1.367913, y 19.33555, z 46.08975, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.073636, x -1.287469, y 19.33555, z 46.09207, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.077314, x -1.287469, y 19.33555, z 46.09207, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.081384, x -1.287469, y 19.33555, z 46.09207, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.085615, x -1.207021, y 19.33555, z 46.09425, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.089467, x -1.207021, y 19.33555, z 46.09425, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.093292, x -1.086343, y 19.33555, z 46.09725, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.097553, x -0.9656565, y 19.33555, z 46.09994, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.101444, x -0.9656565, y 19.33555, z 46.09994, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.105463, x -0.9254264, y 19.33555, z 46.10076, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.109581, x -0.9254264, y 19.33555, z 46.10076, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.113621, x -0.9254264, y 19.33555, z 46.10076, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.117496, x -0.8851957, y 19.33555, z 46.10155, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.121505, x -0.8851957, y 19.33555, z 46.10155, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.125462, x -0.8851957, y 19.33555, z 46.10155, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.129347, x -0.804732, y 19.33555, z 46.10303, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.133491, x -0.804732, y 19.33555, z 46.10303, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.137705, x -0.804732, y 19.33555, z 46.10303, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.141524, x -0.804732, y 19.33555, z 46.10303, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.145405, x -0.804732, y 19.33555, z 46.10303, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.149393, x -0.7644991, y 19.33555, z 46.10371, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.15352, x -0.7242657, y 19.33555, z 46.10436, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.157483, x -0.7242657, y 19.33555, z 46.10436, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.161539, x -0.6842818, y 19.2953, z 46.12183, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.165461, x -0.6842818, y 19.2953, z 46.12183, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.169534, x -0.6842818, y 19.2953, z 46.12183, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.17359, x -0.6037831, y 19.2953, z 46.12295, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.177377, x -0.6037831, y 19.2953, z 46.12295, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.181493, x -0.6037831, y 19.2953, z 46.12295, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.185564, x -0.5234732, y 19.25504, z 46.14075, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.189453, x -0.5234732, y 19.25504, z 46.14075, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.193556, x -0.5234732, y 19.25504, z 46.14075, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.197577, x -0.4028218, y 19.21477, z 46.15875, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.201456, x -0.4028218, y 19.21477, z 46.15875, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.205502, x -0.3625405, y 19.21477, z 46.15909, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.209436, x -0.322259, y 19.21477, z 46.15939, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.213666, x -0.322259, y 19.21477, z 46.15939, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.217636, x -0.322376, y 19.17448, z 46.17614, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.221226, x -0.322376, y 19.17448, z 46.17614, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.225486, x -0.322376, y 19.17448, z 46.17614, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.229637, x -0.2014861, y 19.17448, z 46.17682, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.233521, x -0.2014861, y 19.17448, z 46.17682, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.237646, x -0.2014861, y 19.17448, z 46.17682, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.241531, x 0.04034047, y 19.05352, z 46.22728, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.245509, x 0.04034047, y 19.05352, z 46.22728, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.249725, x 0.04034047, y 19.05352, z 46.22728, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.253567, x 0.2825871, y 18.97281, z 46.25962, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.257287, x 0.2825871, y 18.97281, z 46.25962, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.261462, x 0.2825871, y 18.97281, z 46.25962, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.265774, x 0.5249845, y 18.93243, z 46.27405, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.269567, x 0.5249845, y 18.93243, z 46.27405, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.273336, x 0.5249845, y 18.93243, z 46.27405, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.277506, x 0.5249845, y 18.93243, z 46.27405, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.281484, x 0.5249845, y 18.93243, z 46.27405, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.285557, x 0.7271467, y 18.89205, z 46.28782, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.2896, x 0.7271467, y 18.89205, z 46.28782, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.293644, x 0.7271467, y 18.89205, z 46.28782, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.297515, x 0.8890331, y 18.85164, z 46.30146, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.30152, x 0.8890331, y 18.85164, z 46.30146, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.305379, x 0.8890331, y 18.85164, z 46.30146, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.309429, x 1.253983, y 18.73033, z 46.34223, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.313488, x 1.253983, y 18.73033, z 46.34223, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.317582, x 1.253983, y 18.73033, z 46.34223, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.321506, x 1.57859, y 18.64939, z 46.36494, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.325622, x 1.57859, y 18.64939, z 46.36494, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.329475, x 1.700563, y 18.6089, z 46.3769, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.333544, x 1.822609, y 18.5684, z 46.3885, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.337668, x 1.822609, y 18.5684, z 46.3885, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.341399, x 2.188407, y 18.48734, z 46.40506, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.345479, x 2.188407, y 18.48734, z 46.40506, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.34957, x 2.188407, y 18.48734, z 46.40506, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.353364, x 2.55545, y 18.36566, z 46.4346, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.357505, x 2.55545, y 18.36566, z 46.4346, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.361536, x 2.55545, y 18.36566, z 46.4346, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.365729, x 2.922073, y 18.28446, z 46.44502, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.369486, x 2.922073, y 18.28446, z 46.44502, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.373271, x 2.922073, y 18.28446, z 46.44502, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.377569, x 3.411769, y 18.16257, z 46.45946, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.381766, x 3.411769, y 18.16257, z 46.45946, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.38542, x 3.411769, y 18.16257, z 46.45946, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.389427, x 3.535787, y 18.08123, z 46.4819, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.393659, x 3.535787, y 18.08123, z 46.4819, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.397492, x 3.820952, y 18.04055, z 46.47514, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.401443, x 3.820952, y 18.04055, z 46.47514, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.405252, x 3.820952, y 18.04055, z 46.47514, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.409306, x 4.188665, y 17.95913, z 46.47499, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.413437, x 4.188665, y 17.95913, z 46.47499, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.417699, x 4.188665, y 17.95913, z 46.47499, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.421546, x 4.59715, y 17.87766, z 46.46779, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.425704, x 4.59715, y 17.87766, z 46.46779, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.429561, x 4.59715, y 17.87766, z 46.46779, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.433547, x 5.046353, y 17.79613, z 46.45247, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.437722, x 5.046353, y 17.79613, z 46.45247, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.44142, x 5.046353, y 17.79613, z 46.45247, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.445565, x 5.536186, y 17.71456, z 46.42785, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.449249, x 5.536186, y 17.71456, z 46.42785, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.453256, x 5.536186, y 17.71456, z 46.42785, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.45776, x 6.026037, y 17.63292, z 46.39792, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.461625, x 6.026037, y 17.63292, z 46.39792, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.465521, x 6.43492, y 17.55124, z 46.37398, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.469497, x 6.43492, y 17.55124, z 46.37398, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.473512, x 6.43492, y 17.55124, z 46.37398, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.477378, x 6.803377, y 17.4695, z 46.35225, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.481511, x 6.803377, y 17.4695, z 46.35225, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.485553, x 6.803377, y 17.4695, z 46.35225, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.489299, x 7.129125, y 17.42861, z 46.31867, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.49354, x 7.129125, y 17.42861, z 46.31867, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.497579, x 7.129125, y 17.42861, z 46.31867, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.501322, x 7.416735, y 17.34678, z 46.30422, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.505515, x 7.416735, y 17.34678, z 46.30422, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.509312, x 7.749762, y 17.18299, z 46.31076, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.513326, x 8.083142, y 17.01898, z 46.31433, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.517373, x 8.083142, y 17.01898, z 46.31433, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.521281, x 8.37643, y 16.85476, z 46.32227, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.525278, x 8.37643, y 16.85476, z 46.32227, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.529373, x 8.37643, y 16.85476, z 46.32227, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.533481, x 8.750853, y 16.69035, z 46.31258, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.537346, x 8.750853, y 16.69035, z 46.31258, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.541499, x 8.750853, y 16.69035, z 46.31258, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.545566, x 8.917954, y 16.60806, z 46.31028, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.549305, x 8.917954, y 16.60806, z 46.31028, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.55334, x 8.917954, y 16.60806, z 46.31028, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.557394, x 9.255152, y 16.40212, z 46.31752, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.561315, x 9.255152, y 16.40212, z 46.31752, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.565308, x 9.255152, y 16.40212, z 46.31752, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.569362, x 9.71394, y 16.19587, z 46.29615, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.573264, x 9.71394, y 16.19587, z 46.29615, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.577737, x 9.84389, y 16.07198, z 46.31187, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.581476, x 9.84389, y 16.07198, z 46.31187, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.585413, x 9.84389, y 16.07198, z 46.31187, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.589322, x 9.930571, y 15.98931, z 46.32198, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.593344, x 9.930571, y 15.98931, z 46.32198, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.597273, x 9.930571, y 15.98931, z 46.32198, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.601293, x 9.970991, y 15.98931, z 46.31329, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.60543, x 9.970991, y 15.98931, z 46.31329, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.609509, x 9.970991, y 15.98931, z 46.31329, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.613448, x 10.10109, y 15.86523, z 46.32777, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.617522, x 10.10109, y 15.86523, z 46.32777, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.621373, x 10.10109, y 15.86523, z 46.32777, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.625526, x 10.22829, y 15.78245, z 46.32814, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.629408, x 10.22829, y 15.78245, z 46.32814, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.633314, x 10.35852, y 15.65819, z 46.34137, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.637363, x 10.48882, y 15.53382, z 46.35391, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.641375, x 10.48882, y 15.53382, z 46.35391, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.645559, x 10.70311, y 15.36783, z 46.36026, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.649428, x 10.70311, y 15.36783, z 46.36026, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.653262, x 10.70311, y 15.36783, z 46.36026, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.657423, x 10.82749, y 15.32631, z 46.34512, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.661423, x 10.82749, y 15.32631, z 46.34512, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.665473, x 10.82749, y 15.32631, z 46.34512, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.66951, x 11.07929, y 15.20166, z 46.32666, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.673435, x 11.07929, y 15.20166, z 46.32666, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.677365, x 11.07929, y 15.20166, z 46.32666, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.681467, x 11.29383, y 15.03529, z 46.32914, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.685563, x 11.29383, y 15.03529, z 46.32914, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.68938, x 11.46176, y 14.95204, z 46.31484, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.693432, x 11.6297, y 14.86875, z 46.29979, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.697327, x 11.6297, y 14.86875, z 46.29979, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.701456, x 11.80082, y 14.74372, z 46.29647, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.705372, x 11.80082, y 14.74372, z 46.29647, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.709283, x 11.80082, y 14.74372, z 46.29647, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.713411, x 11.8848, y 14.70202, z 46.28825, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.717381, x 11.8848, y 14.70202, z 46.28825, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.721287, x 11.8848, y 14.70202, z 46.28825, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.725469, x 12.00916, y 14.66031, z 46.26938, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.729428, x 12.00916, y 14.66031, z 46.26938, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.733299, x 12.00916, y 14.66031, z 46.26938, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
t 4.73737, x 12.22069, y 14.53511, z 46.25349, scale_x 1, scale_y 1, scale_z 1, stimulusOn True
